AIRCRAFTS.aid  AIRCRAFTS.aname  AIRCRAFTS.cruisingrange  SCHEDULE.flno  SCHEDULE.aid  
9145	jwggaqypqm	491	6200	9145	
2083	ipwvwkshkm	2299	2622	2083	
3871	zxfmxmemft	2487	9420	3871	
6660	uucaatcspo	1537	3215	6660	
4691	jcfjpkavze	1570	6338	4691	
9315	iqtquwzegv	2342	1410	9315	
979	pzctkwfuft	1747	531	979	
8445	rckcykoyva	2566	1572	8445	
3992	ljivhoupkn	1880	9636	3992	
9745	xlupsomhev	1202	4416	9745	
8069	sxnkaydfdl	91	1493	8069	
9865	gsiwuqqkjv	1592	5969	9865	
2135	kpgmmncsic	1173	437	2135	
3186	gjudmgmpgd	340	9227	3186	
1524	krtyipkktd	2158	2822	1524	
7765	nvwgkopggb	144	1413	7765	
2568	kawhzaseim	2092	5481	2568	
6277	osvuoavllw	220	5234	6277	
8659	idzsxbzalk	1676	6322	8659	
6189	dzqqgcndzh	2048	7288	6189	
7969	qjrxqebwck	2531	9306	7969	
3100	mhaxjsbcjv	899	8626	3100	
7286	cccztgcbez	823	1918	7286	
2928	rxriozemfs	1551	5740	2928	
1332	acvjyhahfh	2608	4322	1332	
3049	kdaiylzgcc	1816	6064	3049	
7206	cpcihqpzvd	724	1280	7206	
8975	pvqjsghafc	1843	8637	8975	
1351	tfwggjqajx	2890	6172	1351	
6591	xszkldebsf	249	9554	6591	
3629	bpquyiboin	2108	4908	3629	
7923	wcgytbmama	2136	2595	7923	
1779	oelvxloexc	1978	1999	1779	
6304	ddbsyugovp	1962	6025	6304	
4579	kxmdmnwnar	781	4957	4579	
6193	rozxusrela	1492	4674	6193	
5053	dbvjrguohp	1898	7498	5053	
9606	ybtrtuotgt	493	3180	9606	
9273	kplbxoxktm	2955	5029	9273	
3853	zwlaatvvhw	1683	5495	3853	
6987	lhukzaimiq	404	4027	6987	
6987	lhukzaimiq	404	7385	6987	
9067	gnduauaekp	2012	9806	9067	
2377	aamlsxovzi	1459	9496	2377	
4716	xiuvehvwit	2041	9116	4716	
7570	qydhdpgvco	2500	7481	7570	
6749	zespslyvoq	2328	5800	6749	
4643	kerpubiiuh	849	9976	4643	
3610	hjwruhkjxw	2094	9378	3610	
8170	qlwvbcdjzs	214	5597	8170	
3627	iyhggoznbe	1554	852	3627	
8272	vbawvonwvv	1302	277	8272	
4899	xcutjezjuy	947	4526	4899	
2193	lhrzxrjnno	2416	4916	2193	
8284	grrkdzscou	2817	9767	8284	
6131	fbspxvzyry	2211	3148	6131	
6529	mxsllrvmol	659	101	6529	
1091	freezatcvi	462	1775	1091	
4894	ancvnwjcqk	1306	1514	4894	
7533	ineairejsc	2341	4393	7533	
6514	aepqlkfrkb	1538	804	6514	
7641	apavhsrfjt	2288	548	7641	
8660	bqtpxgbcwu	109	2565	8660	
3628	mgkfmyuhso	305	66	3628	
9769	mbmproeyyd	1299	6876	9769	
3978	oeajgeakfq	1123	820	3978	
8223	nafavwzyfw	399	5651	8223	
2748	nwggrszwex	2878	7304	2748	
9144	gnbwhagiou	483	8372	9144	
2537	ddauhghlwy	436	5794	2537	
9879	jafoyidnvg	1414	730	9879	
3797	rrgolythbd	624	7446	3797	
6261	rcsvmvnmzt	2780	4671	6261	
3663	fzmwngpxxf	2689	4933	3663	
9429	oevfgyuesc	1293	4800	9429	
7296	llfgovwpbh	2466	5743	7296	
7700	lwcjasimkh	1609	9006	7700	
6585	npanuooyzw	1963	5918	6585	
5075	wbjojuzlwh	740	930	5075	
5075	wbjojuzlwh	740	9302	5075	
4958	bhdkgwunmi	712	5106	4958	
9749	aalrqgsydg	55	8813	9749	
2362	ajndieplsq	112	2003	2362	
434	vsoagwwxdp	1287	3805	434	
8765	xciyeeuiid	1628	9599	8765	
2165	yrdhhhwapo	54	2863	2165	
4914	yuitrcfdlp	2690	2798	4914	
573	cjcqmwvvps	2805	6434	573	
5132	zoilpargee	120	3615	5132	
4828	czcmbuztwj	2993	316	4828	
8349	brjpytozmw	2628	6002	8349	
1494	ogenbspgnz	1153	5852	1494	
4303	unjvryehru	1590	813	4303	
8382	lvxibucwfc	1491	7560	8382	
4188	eapczhxgdl	1014	8456	4188	
7856	fftkshmsfa	1849	8460	7856	
5321	zoaothlqne	678	5888	5321	
2189	rpyujxwrlq	710	6781	2189	
6958	bhgbpuhrmj	708	2781	6958	
2379	ecvqnjmisy	1230	2125	2379	
8596	ffpapxdscn	2192	943	8596	
7360	hbxzybtmor	1895	8579	7360	
9049	jccwrgwayw	209	7780	9049	
7086	szaxjeljoq	256	7474	7086	
4589	epulyhihcl	1767	6617	4589	
5601	ylwzrmgzqq	2946	2414	5601	
9639	xfluoyijbp	2307	1635	9639	
376	cbuycdrfak	2441	8537	376	
5937	hrckysldga	2515	5742	5937	
1521	mjjwssfkiw	2532	371	1521	
7526	ayhymcpghu	1186	4181	7526	
3921	paijlgdtae	533	1862	3921	
4689	rtkcifillz	913	6538	4689	
1474	emjgsavbmt	41	9159	1474	
2069	kfqdaskrch	965	8715	2069	
7090	anbgjnvmkc	1377	3935	7090	
4638	tcymrqgpbk	1688	6281	4638	
2498	mpoaojqnpd	2200	6830	2498	
3931	yukpuejbht	176	643	3931	
3063	kfozmhpgcy	1260	8921	3063	
4568	ewbabxylrf	1350	2852	4568	
9380	cvnqskodck	1211	5884	9380	
5904	ztjmauqjig	2698	4655	5904	
8641	xrpjflthkx	2991	3541	8641	
4764	umflttfxqz	1310	1566	4764	
5797	uvprzpaats	2843	3416	5797	
1825	egtxcrkghs	1789	7177	1825	
6264	hizifcwqiw	337	9222	6264	
1364	sxjrvihsyw	464	8640	1364	
3099	lqjwspbfav	1563	4376	3099	
4221	ittzsuwkmj	1301	4382	4221	
7463	vikjqhfakq	2321	2302	7463	
958	tqehemxcif	638	9400	958	
5149	asggcoulhr	2315	1014	5149	
9239	ummyaefhea	571	2161	9239	
8855	xnnoadhbhy	663	2980	8855	
2345	ayhysjmrmr	156	8251	2345	
3035	fzuuafntlu	2352	5019	3035	
7537	rmgiufnwrq	904	4166	7537	
8183	sfotnbtxih	1773	3444	8183	
4908	otsshhmdvs	1369	2881	4908	
1029	keqncwzaba	1596	475	1029	
9784	eobuhbbudg	27	4054	9784	
406	ofwkhwzqqg	2360	4505	406	
1114	sgkzdhiexr	2726	9291	1114	
2212	uqlvyesgrb	1851	1318	2212	
5099	ztwxegonza	355	2189	5099	
4780	ljvjfftryz	2299	2203	4780	
1893	lmqtefqaif	1805	4999	1893	
3220	zyiyttrocv	1167	3329	3220	
9236	qrdfneqfnt	1572	4793	9236	
3301	rmcznimypv	873	6400	3301	
5372	nwgdcfnakc	1654	1198	5372	
484	tdfyazisea	1365	7452	484	
6718	fwsbudosbz	1961	6553	6718	
7419	pvhnfakqyt	1562	173	7419	
6628	zpnuapuawn	650	7258	6628	
1998	wmnzjavkvj	829	8706	1998	
9996	sqtstjygqw	1974	4707	9996	
3259	scigtxnpvs	646	1779	3259	
1519	tjatsgvjfz	1091	7209	1519	
2135	kpgmmncsic	1173	4293	2135	
5668	bwvkhrzeks	1824	6718	5668	
6686	hsfxpeozpv	1434	8655	6686	
1868	eawadotdvx	1996	686	1868	
6966	mgzeibjhkn	2495	4571	6966	
7994	zxjudvjftp	2016	5835	7994	
6189	dzqqgcndzh	2048	4924	6189	
9445	gtjzvjewkl	2678	402	9445	
7969	qjrxqebwck	2531	6877	7969	
6066	bycutkhxqy	1073	8423	6066	
1827	xvpqyechqg	2686	2383	1827	
8967	twokqiuhda	853	3237	8967	
6886	wbekwaccfz	1468	4585	6886	
9852	nfinryzanb	2304	61	9852	
6456	ncdkvkpltq	2617	2277	6456	
3434	ltwfsotngu	114	409	3434	
1618	oyfejrarvi	1903	8905	1618	
4617	bdsdfwlsqp	1101	9475	4617	
9837	jhhkkdjxlg	826	1097	9837	
9139	adqpwjonzt	1379	5162	9139	
6065	rsaxdkayvq	2082	6825	6065	
7730	buxzzrmmtt	578	1092	7730	
5484	bopyztklbi	1123	1778	5484	
847	ocjzbugsqb	83	3274	847	
4016	donobhftxn	223	2765	4016	
8956	jjwyrqxklm	1514	1145	8956	
6985	ojfskccsaz	2212	5452	6985	
3837	uimbsdbsiv	2480	3558	3837	
4378	swisamhhkn	1022	8102	4378	
9737	bextqeevrj	1357	9024	9737	
3655	yyhqkqvuwb	2541	7757	3655	
8091	iltjxxvzzw	710	8080	8091	
5943	tiszplgdts	586	4378	5943	
3559	akgvpkvozh	115	7955	3559	
4845	vvkumabvzq	143	5228	4845	
2017	fkbswudjyg	2646	1811	2017	
9258	zdkoggvher	1800	5358	9258	
2486	xgdbxoqazm	559	1354	2486	
1761	yprmbuhylb	1921	2017	1761	
3526	sgmlkzfuiv	220	724	3526	
1598	akeglqqvhv	990	4835	1598	
1884	fennfvbjfj	2459	7539	1884	
7792	djbonmtpey	2674	466	7792	
1383	ssmblodtke	2051	6444	1383	
2788	wykgraidgh	573	3513	2788	
9406	gmzzptlzec	2937	354	9406	
7267	rtfefnxkdo	1020	7615	7267	
7267	rtfefnxkdo	1020	8930	7267	
39	liwmqdhsac	1474	5756	39	
790	cuetwgbusk	2805	625	790	
6655	jotslxwmcf	138	9839	6655	
836	enlypnwqma	1781	5676	836	
9502	bgphoowsza	2848	7075	9502	
9455	jwofvawsjk	598	7729	9455	
4816	nhvhyrufxr	1443	1010	4816	
8374	yskdojkywz	417	2985	8374	
3820	mruyuieywp	2273	1098	3820	
9212	xvpxoevtdn	2486	4620	9212	
7163	tqzwkiwzqm	114	5588	7163	
8671	ttuqcwadnj	517	3124	8671	
1701	xmtpzefgbt	340	5061	1701	
5483	lqwqijeybs	1929	3732	5483	
1171	vhdvgmijuk	110	9842	1171	
8	rbhsevlzyr	1780	8743	8	
5987	bfqauvlgjz	2004	7799	5987	
7438	wntyoptlyz	2281	7324	7438	
3487	bkhfkcsrxh	2367	7673	3487	
1759	iitudhnisa	1617	7336	1759	
1231	qevtlutksh	2535	7555	1231	
6034	rzthzhxufo	1562	5200	6034	
23	pnldovauno	532	3681	23	
7632	nkiahidfqu	223	2060	7632	
7566	qbnayritry	120	1580	7566	
9207	vdgyhmrgdo	867	7317	9207	
5006	jgkhjrbdcd	1757	1780	5006	
704	bblfioetdu	1992	8710	704	
3509	idyivgejye	2551	438	3509	
8152	nteojrgprd	2905	2650	8152	
4434	nuzvndahmk	355	7564	4434	
2904	wbpjcclhxr	1572	9819	2904	
8938	wvxqzrbjwl	713	3729	8938	
6395	leirvbwxnp	2667	6551	6395	
5304	mzcyjrvias	1505	1680	5304	
5896	qievvsalux	1127	5485	5896	
5654	cpzdqtjinc	1078	6300	5654	
3847	bngavzmvdg	717	994	3847	
5942	qglmpkgycd	1330	607	5942	
2382	ghtxmedzvy	203	6394	2382	
1905	wznfdnwpqt	2455	1871	1905	
1361	ehdijahwni	698	2709	1361	
3881	dxnzxzcuiv	964	9844	3881	
8246	amlaevlrxx	1958	7831	8246	
1296	uxzfbrnaew	2862	2412	1296	
2222	kdmxberwrj	274	6442	2222	
6689	mkonqoykhw	38	9538	6689	
3508	wwarhhvutx	2972	828	3508	
5234	rwlkpbejot	2660	9629	5234	
1951	uolwkgeddt	1359	5295	1951	
6258	gpgijbowdv	520	3297	6258	
2887	hodquzuhrf	2636	6301	2887	
8019	vdnluhnami	2006	5419	8019	
9117	vhdinkasgh	1806	503	9117	
5489	iboeguprck	839	1258	5489	
1567	ljysvhkvyw	1306	9622	1567	
7217	cvmioyzspp	2435	2502	7217	
9778	kelvlrlmvy	49	7932	9778	
3510	bsptiskuff	2750	9311	3510	
3402	gbkgylafln	364	5479	3402	
4262	dabicybhqy	2830	2680	4262	
3988	gzamasnkse	111	4044	3988	
3479	pbasoyqvim	2118	2838	3479	
8836	txshrpkfje	2542	2046	8836	
9099	kztpvkvzvl	2376	1528	9099	
8477	zmcdueekdd	2490	5076	8477	
9235	bjhigxojsy	2289	7316	9235	
4124	lirulmokho	165	4394	4124	
6545	odfchzqvyv	326	3087	6545	
6054	mmovhaijcy	2664	3849	6054	
8077	mrtwsiodry	1303	6000	8077	
9843	rnlbgxqoip	164	1283	9843	
9755	kiqaanmunz	2813	2732	9755	
6533	xtsafztiwu	1372	4609	6533	
8185	xrffrxpopn	197	1609	8185	
7299	ikuewpkeqg	1198	399	7299	
4895	fpezzvfgts	2968	5844	4895	
1652	gnwmarahqm	2145	2793	1652	
7445	efgqxdyllc	1995	2518	7445	
7477	coakfgxpnz	727	7609	7477	
8775	bpebsnvgyu	200	1808	8775	
7511	ebfyfcnnpc	2517	2145	7511	
3128	gfzvofsluv	2809	9883	3128	
8052	vqxgxiutzp	739	7318	8052	
7189	ruubzvlmdk	504	2193	7189	
1581	femodkmbvb	2760	5989	1581	
7689	kidszlqyrs	294	1436	7689	
9652	qdiwsibmgn	238	3128	9652	
6492	orniwnbcoy	2696	8434	6492	
9336	mxatxearfp	906	386	9336	
7119	sjmozqcvjp	555	8299	7119	
1085	ugnucpdhcu	2065	8968	1085	
4094	etgepwecjx	1296	5826	4094	
3577	ijdknrskzh	1099	6096	3577	
8359	slyzknicnr	236	1919	8359	
3525	glavuvsdcs	2014	1271	3525	
4226	uzlzrgdczs	1145	4329	4226	
8399	ohusdehdor	2535	9578	8399	
3352	uheeymundj	2161	9295	3352	
2822	btwukpapbv	1389	1319	2822	
9371	hoxobktljd	969	9394	9371	
3262	amdtdgchxz	2966	2967	3262	
9835	wvtdsktkrx	1199	7502	9835	
2982	syidryvnds	2711	2935	2982	
9303	spalxsrzmu	2503	3375	9303	
9151	vrwhernaga	1540	2628	9151	
2242	vytgfhbvfi	1117	7159	2242	
878	qcewsczhwz	1854	2658	878	
2427	ubcztmhplw	1975	8651	2427	
4620	qtenhppuop	2190	7367	4620	
5092	jjqmgcpjzc	2722	6296	5092	
7057	uxqffycibd	969	3549	7057	
4040	kghrzbfrjy	2189	7905	4040	
9240	rqcziestus	2804	9284	9240	
5882	huysjpvgar	2878	4864	5882	
9285	lpmvqtkplq	1875	4673	9285	
7327	jzdhvfaqwg	2811	1144	7327	
4027	orjwlpdbsn	730	1586	4027	
7076	wgtugxelms	744	5752	7076	
1655	pyjtfehugq	1678	986	1655	
7142	sjzwqeeerx	771	9756	7142	
767	xnewswusiz	2401	9060	767	
9509	wunynwxwob	2429	4768	9509	
264	sjnfwiblmv	660	9186	264	
6450	ckfjvalcvv	2475	8854	6450	
2454	jckygsoabu	2088	6634	2454	
5335	klzdpeqwnv	1751	3048	5335	
6109	ksfquegxfi	59	5152	6109	
231	txipeqauko	2835	5700	231	
2711	kbmbkwhiqx	2744	6814	2711	
7186	sfiowmfbjg	1437	6484	7186	
7304	gyxhmyotat	2980	9084	7304	
4688	phwnqumpou	657	488	4688	
9703	edssuwhrdy	2760	644	9703	
6072	smspborpyz	1849	3774	6072	
2684	yngjygxbyu	1516	9610	2684	
2017	fkbswudjyg	2646	7437	2017	
5305	sybhwujygk	1510	9452	5305	
5829	hapnvstcti	1625	6246	5829	
2518	oncvniwrlu	2971	3724	2518	
7247	medlnzqdeb	2610	9447	7247	
6722	ssttxnjnql	2050	9799	6722	
2288	qgrzlrzolh	946	4856	2288	
9716	ivkmtgviql	1912	7960	9716	
4672	kyymjxqkjw	389	6836	4672	
5913	zvfthbqnrs	1608	2634	5913	
8848	ipunkmbisa	1796	8332	8848	
9884	rikxadefeu	1264	3409	9884	
3154	xblsrztrxp	220	8717	3154	
2757	xfgcmzazru	614	407	2757	
9881	gkawqefywz	1290	2131	9881	
4488	cdwihsjchx	2639	5635	4488	
5919	lxyvpqrnlk	2603	4216	5919	
2562	locdqiokjo	386	2734	2562	
5338	miajzflzgy	1637	6732	5338	
7824	efbusbrgxm	1370	5335	7824	
5648	zdvkfzsflo	238	9200	5648	
8992	pcsaeoilsj	1723	5753	8992	
8981	soqlyagwme	2866	5619	8981	
3803	fwuipdalkk	1768	7654	3803	
3248	rsgvoezsel	2774	534	3248	
5063	dqeoyeexlm	2470	4945	5063	
1612	nrsswtiyuk	649	1831	1612	
8914	qsdqlwszvm	1645	2208	8914	
4614	kjgicbijlc	237	9486	4614	
806	eefeuqnapo	471	3086	806	
6179	ooswcncnrb	2771	5159	6179	
699	aekeozxzmd	2185	4645	699	
8	rbhsevlzyr	1780	5219	8	
3561	farcvmdkvc	610	6332	3561	
9882	bqduuqegog	961	8128	9882	
8866	nhnjicmdkf	1195	36	8866	
6585	npanuooyzw	1963	1020	6585	
8492	cxpipmnisd	103	6523	8492	
8813	qsugbvjfrr	2286	2367	8813	
7597	hnqcstuuog	638	4829	7597	
9675	kxdqtwognv	994	8324	9675	
5611	fxwdvurqvm	913	8857	5611	
4346	clfeolkgsg	2934	6251	4346	
1459	wpyvlisfod	2817	6460	1459	
9004	fnsdestffg	2348	5198	9004	
9215	qsfmviourd	2183	2362	9215	
9244	vkdxfxwqvq	1525	7889	9244	
1261	lqgglolsmi	2238	5763	1261	
7904	sipykxxdlj	1896	4774	7904	
4518	vrxunjjtqh	1578	9102	4518	
978	txdweklyta	213	3348	978	
1994	gwpdbltapb	310	92	1994	
9684	peoqpfmqhm	2692	2332	9684	
7360	hbxzybtmor	1895	8462	7360	
3798	yiuomzivxw	2614	9928	3798	
2692	vclgwprafp	1024	3678	2692	
845	sqztfecfsa	55	3877	845	
2402	rmadzudilw	809	7616	2402	
744	jvsfrlunuz	1755	2950	744	
2764	odbbwudvfd	1432	8175	2764	
4162	vbngbjayse	2534	6319	4162	
9350	pirdkdjqnx	221	2799	9350	
5827	byrigjhyga	1705	3661	5827	
2522	zdabncorti	635	9757	2522	
7032	wbrarxitbj	2671	2376	7032	
1602	nlcysyhawo	223	1842	1602	
9019	qtmgxnozax	2432	1660	9019	
8180	sygptcbbic	1530	456	8180	
666	qekrklnlfd	2247	6923	666	
5315	mjqmjgtibf	1788	9864	5315	
8752	hzlaejdbpd	2915	8043	8752	
9281	ndppfifcxa	2030	1790	9281	
8431	dlvrjcybuq	362	6398	8431	
7787	rspessrpzp	2539	1093	7787	
254	cluxxieumb	2292	4222	254	
2286	vuqaffhqky	443	9830	2286	
5127	cntleiqnvf	537	4417	5127	
8643	fzjwyhjffv	2882	4664	8643	
5544	giobkymtkx	654	9860	5544	
6621	cdskmurplq	251	9639	6621	
7891	jrqsxcttew	1583	6105	7891	
2502	ancjnyxflb	884	3382	2502	
3298	buaxbiuqzm	1519	1355	3298	
2355	emobdgknaa	1671	4138	2355	
952	kpkxbltptg	2535	1222	952	
4382	txbdidokhw	1142	4622	4382	
1157	vugovceese	1831	9011	1157	
792	vaimedfzxb	2231	473	792	
6163	pmxekyzqzv	2468	6565	6163	
6648	lbqdhfhokn	1376	8736	6648	
8694	diougjzvkx	2965	9764	8694	
1556	pzbrbmuuif	2208	1040	1556	
5505	tgqzdftgie	67	2191	5505	
3185	iocdreaeiw	1302	6232	3185	
3933	kpzdeahpnt	2884	4970	3933	
8175	ohxqksajrm	2204	3433	8175	
7697	blkycxbcix	2820	3879	7697	
7154	rmskoqxoep	2927	5836	7154	
5463	njolbpndxt	1289	7756	5463	
2431	hclrkytttx	16	567	2431	
3314	hrdjltsdci	1644	1564	3314	
8052	vqxgxiutzp	739	6971	8052	
3312	ywlcvqarxu	413	8457	3312	
2780	hlubmdhhzz	1564	984	2780	
1006	lcvufdpznx	1799	9495	1006	
58	rtmzphjrsx	1685	8053	58	
4180	asjohnffak	1778	4153	4180	
9652	qdiwsibmgn	238	3188	9652	
9075	bplhyznwgq	1360	9094	9075	
5272	rwgkieupjk	861	6138	5272	
6340	qbeeufvsbe	2480	9801	6340	
2325	ngnxojfife	2495	2857	2325	
6020	ghivgfdmqh	1758	1373	6020	
8403	thabhvmrwx	2922	694	8403	
6954	losggqwtbf	1017	286	6954	
2354	xxiducijkp	1153	2485	2354	
5179	lfycwclgjl	1793	3470	5179	
6620	hvizfljnee	2862	9442	6620	
863	pgycowprut	2110	870	863	
4687	scgapcvwkd	1998	8989	4687	
8809	znzevcgkky	900	4653	8809	
4691	jcfjpkavze	1570	4509	4691	
233	vdmtqiafma	1718	351	233	
233	vdmtqiafma	1718	2659	233	
9541	iihocafcgk	628	8078	9541	
9312	danjlobmoa	231	4025	9312	
5552	syffyvwkxn	674	5975	5552	
7981	mrkciysqcx	2923	753	7981	
1238	iduagkajry	1943	8092	1238	
990	udsyktqryy	2167	6100	990	
2867	btbymhemvs	2341	471	2867	
8755	utyhscddkm	617	915	8755	
5014	usdmpxpxll	2097	2692	5014	
6666	dafrmjpvet	1056	433	6666	
4699	rxksvypdbc	2933	2941	4699	
259	brpyfhvnvu	746	7307	259	
611	kkupszoftb	1422	2149	611	
2347	dpqlwtflih	403	2643	2347	
6315	ozcohsgqxq	565	2150	6315	
6194	rmisdrzhel	2200	1558	6194	
2314	szktversbt	981	7133	2314	
4115	nmsfzqweed	973	6807	4115	
1928	jpaatqdquo	1857	3504	1928	
5450	meumodsint	2690	9623	5450	
620	oelpwjaidf	1699	7438	620	
3428	rtecicmyhb	53	6960	3428	
4567	ecfudvgosp	93	337	4567	
8011	pcfiqwvgex	1906	1479	8011	
7795	efefdawpcy	1981	1524	7795	
4883	yekaytoyzv	2669	8086	4883	
