SCHEDULE.flno  SCHEDULE.aid  AIRCRAFTS.aid  AIRCRAFTS.aname  AIRCRAFTS.cruisingrange  
1481	2832	2832	qtydiwhzec	2702	
8142	2638	2638	iftouhrduu	1623	
28	6376	6376	hqfznvncym	1135	
5716	1938	1938	eppmlpzxmr	964	
5127	763	763	wqcryhhzvv	15	
7703	9237	9237	moqnovpiap	190	
7353	3635	3635	ltnzwfrlzi	119	
5673	7724	7724	qyripbxqmu	1346	
3008	5557	5557	obtoapbnzf	988	
8091	2311	2311	wxlrzyfarv	1632	
511	7201	7201	gxmnilcqpx	196	
5264	3491	3491	xmuvyzetth	1387	
4218	3635	3635	ltnzwfrlzi	119	
7643	3431	3431	cjyqniriaa	2312	
9144	9513	9513	hyqsjodfaf	862	
1152	6849	6849	txccnugjxi	2580	
8115	4216	4216	qyklfhswrc	103	
9656	3491	3491	xmuvyzetth	1387	
7030	5552	5552	syffyvwkxn	674	
1406	1786	1786	cewcwtcoxy	1645	
4416	9745	9745	xlupsomhev	1202	
1779	3259	3259	scigtxnpvs	646	
7159	2242	2242	vytgfhbvfi	1117	
2658	878	878	qcewsczhwz	1854	
5975	5552	5552	syffyvwkxn	674	
3942	7588	7588	oksuzftkfu	2163	
4338	123	123	gporeklybt	1782	
5193	123	123	gporeklybt	1782	
9500	5971	5971	jezuuzwmit	788	
8227	5220	5220	bghlggiknv	2925	
6014	4421	4421	mtdqtauegv	1717	
6116	1249	1249	lpbbnekkaf	1208	
9127	8610	8610	bfqklpfjlc	1024	
5148	1786	1786	cewcwtcoxy	1645	
1748	618	618	dihwlnynwy	973	
6028	4997	4997	esgkwgrqsl	2604	
932	4348	4348	qlglgpfydv	1438	
265	5552	5552	syffyvwkxn	674	
6003	201	201	asadvgddpn	1877	
4709	4348	4348	qlglgpfydv	1438	
1548	6500	6500	npcliymray	1602	
4362	5971	5971	jezuuzwmit	788	
4255	2603	2603	jhcvfslkqw	815	
1967	3084	3084	nbngqvjpxs	773	
2313	8610	8610	bfqklpfjlc	1024	
3062	6197	6197	vzerxrdvvf	843	
6703	2603	2603	jhcvfslkqw	815	
3914	9612	9612	bahqbqarfx	992	
6563	5552	5552	syffyvwkxn	674	
3614	8610	8610	bfqklpfjlc	1024	
3146	4421	4421	mtdqtauegv	1717	
9157	618	618	dihwlnynwy	973	
4965	9289	9289	ekrlqogmag	2358	
3839	2353	2353	gxwcihmces	422	
9932	3259	3259	scigtxnpvs	646	
6036	5552	5552	syffyvwkxn	674	
1891	6929	6929	aufodzvcdj	2419	
8692	878	878	qcewsczhwz	1854	
4237	9231	9231	ktgzydaswg	1817	
2133	9231	9231	ktgzydaswg	1817	
9828	515	515	btzxwvuyuv	2393	
1493	8069	8069	sxnkaydfdl	91	
5969	9865	9865	gsiwuqqkjv	1592	
7209	1519	1519	tjatsgvjfz	1091	
8651	2427	2427	ubcztmhplw	1975	
7709	7635	7635	tcegiizhxj	1308	
4379	2297	2297	ttqnrherxl	2966	
5536	9834	9834	pxmieqglut	639	
9560	2993	2993	apgtdkdqdn	2522	
5994	2283	2283	kdlmftintv	2866	
7450	2701	2701	yuhatjerbp	1760	
3473	5381	5381	swofxcvris	1618	
3735	8069	8069	sxnkaydfdl	91	
6931	7422	7422	moajlresuo	1043	
1596	1859	1859	fpzqykzsrp	2189	
2035	8069	8069	sxnkaydfdl	91	
8874	9865	9865	gsiwuqqkjv	1592	
7981	6213	6213	kypvztszvx	190	
4433	9866	9866	madnscxmsc	1292	
6680	4748	4748	wbghjrcovy	399	
185	2338	2338	wclljiidmj	147	
6065	7422	7422	moajlresuo	1043	
2947	637	637	pazucrmgay	2643	
9063	2380	2380	kwvohmrrpz	999	
2012	1519	1519	tjatsgvjfz	1091	
459	515	515	btzxwvuyuv	2393	
6879	2701	2701	yuhatjerbp	1760	
7420	4020	4020	bpmnvkdkir	2703	
8662	2338	2338	wclljiidmj	147	
1073	4748	4748	wbghjrcovy	399	
8149	625	625	zalscsdkzi	905	
249	637	637	pazucrmgay	2643	
3750	2380	2380	kwvohmrrpz	999	
8004	515	515	btzxwvuyuv	2393	
8343	3198	3198	cpwmpehtqv	496	
9262	1891	1891	hhlsnerbky	1381	
4248	6230	6230	gahdncxviy	192	
8705	6230	6230	gahdncxviy	192	
1179	5003	5003	uoitguqapj	632	
9690	2032	2032	tutmmhpauv	1640	
5859	1519	1519	tjatsgvjfz	1091	
3815	9834	9834	pxmieqglut	639	
1851	4748	4748	wbghjrcovy	399	
9915	9448	9448	geyvemxzxx	2487	
5333	3966	3966	ezxihcxtdm	2182	
9227	3186	3186	gjudmgmpgd	340	
437	2135	2135	kpgmmncsic	1173	
4293	2135	2135	kpgmmncsic	1173	
7279	4536	4536	ghyvynxssu	1132	
5855	174	174	nletlkzyix	2313	
9412	3136	3136	bzeioiyclb	312	
4428	6517	6517	mkbtuhhnay	2468	
7015	9943	9943	pmyiuyqagq	1174	
237	1109	1109	hnzixebbon	2448	
3063	3839	3839	gyzswynmit	1738	
6425	1103	1103	lajpughsrn	1908	
1671	862	862	fkyxdjpegg	462	
2101	862	862	fkyxdjpegg	462	
9014	2135	2135	kpgmmncsic	1173	
9141	8651	8651	vdrlfzyzap	2890	
3024	7716	7716	cnsgtdndsi	2753	
9678	3966	3966	ezxihcxtdm	2182	
9789	3038	3038	fzvbyyoyoh	928	
3440	879	879	pcwzpyyirs	1903	
7424	9982	9982	ksojinxarj	782	
5053	7821	7821	fgdzyuwyiv	2913	
6206	3422	3422	miabdvmmcj	1402	
5178	7302	7302	stxwugwmkn	2311	
2849	1109	1109	hnzixebbon	2448	
8079	524	524	hnwvzfcmpz	2801	
2979	9125	9125	qvxrmtldrp	2994	
9217	1714	1714	gcqxherfom	1145	
4764	7522	7522	qyzhigfzeq	423	
8233	7716	7716	cnsgtdndsi	2753	
310	1714	1714	gcqxherfom	1145	
8987	3670	3670	kblsqkfwaf	2577	
8661	8871	8871	cpnwthqxff	1047	
4871	3966	3966	ezxihcxtdm	2182	
6834	2836	2836	efiequqrwl	2408	
8404	7616	7616	ibxngxegzo	615	
6236	4536	4536	ghyvynxssu	1132	
5281	3422	3422	miabdvmmcj	1402	
3963	8113	8113	ponbmwctyx	1204	
388	5936	5936	lylxcjqpgy	1308	
4907	3136	3136	bzeioiyclb	312	
1907	3231	3231	tyyzzpjovl	2353	
1982	8651	8651	vdrlfzyzap	2890	
565	2135	2135	kpgmmncsic	1173	
5498	8304	8304	lyrkkowsxc	441	
8169	7616	7616	ibxngxegzo	615	
7892	7821	7821	fgdzyuwyiv	2913	
2175	8304	8304	lyrkkowsxc	441	
5646	9658	9658	smetgunmuj	2619	
9654	4330	4330	lifumemivf	2964	
3597	7716	7716	cnsgtdndsi	2753	
7367	4620	4620	qtenhppuop	2190	
753	7981	7981	mrkciysqcx	2923	
387	8326	8326	dxvibkkbcr	1568	
3773	4620	4620	qtenhppuop	2190	
5714	3221	3221	gjzwunlyeu	289	
795	73	73	capzooqhta	2070	
1187	7981	7981	mrkciysqcx	2923	
3249	8984	8984	omkwimvvzu	1063	
831	6283	6283	aygncgxsan	2725	
9922	5187	5187	frpiqvvqod	2068	
1847	9238	9238	jvtzaxsckr	1126	
5184	1199	1199	ohmrsydgaq	403	
1559	2752	2752	ntmucypalg	444	
2323	1823	1823	bltkecplea	1394	
1786	6361	6361	krguiysmqe	1245	
3341	8408	8408	yydzrxszep	514	
2467	8351	8351	uobcfjkcaj	2157	
4623	4051	4051	apldjpiwjd	2067	
7087	9890	9890	rtvtfjyqbk	1946	
9837	3394	3394	usffenjddg	1891	
9564	6499	6499	wzgfwnvytl	2659	
6650	4051	4051	apldjpiwjd	2067	
5484	3889	3889	ezgchidfsy	1983	
2786	3394	3394	usffenjddg	1891	
9729	3340	3340	kpdvabjjut	504	
6571	7802	7802	zqqsefjmjn	1294	
2755	919	919	obdlatazsh	655	
1377	3338	3338	wlawfjrbdl	211	
6478	5636	5636	buuqxubbwa	663	
1202	3338	3338	wlawfjrbdl	211	
7048	5576	5576	uitfdqgrjp	1630	
6044	3453	3453	inmjmcfzgj	737	
8252	8408	8408	yydzrxszep	514	
9379	4051	4051	apldjpiwjd	2067	
7542	1823	1823	bltkecplea	1394	
3528	5636	5636	buuqxubbwa	663	
6965	73	73	capzooqhta	2070	
8768	4620	4620	qtenhppuop	2190	
1852	3588	3588	xwlfpbrvky	2203	
9249	4620	4620	qtenhppuop	2190	
1277	2752	2752	ntmucypalg	444	
5934	3394	3394	usffenjddg	1891	
6012	7981	7981	mrkciysqcx	2923	
8655	6686	6686	hsfxpeozpv	1434	
6718	5668	5668	bwvkhrzeks	1824	
6296	5092	5092	jjqmgcpjzc	2722	
8092	1238	1238	iduagkajry	1943	
3017	8003	8003	oiexsvpyhj	1881	
9643	5092	5092	jjqmgcpjzc	2722	
5081	8247	8247	zpgtxwdlru	1352	
7102	8003	8003	oiexsvpyhj	1881	
4068	6686	6686	hsfxpeozpv	1434	
6769	9372	9372	kqpbbvvsum	1479	
9201	8993	8993	sipcvnmdrj	1757	
9640	2598	2598	oknbcvlhtq	1416	
9814	3286	3286	doutsmpxpb	1531	
7505	9006	9006	dpowrxryxo	2732	
6158	674	674	dfbblxjkwl	1557	
6167	7623	7623	dajurexqbx	779	
9318	6889	6889	tcjqxwdpio	2252	
8792	1281	1281	kklzbmuqlj	2706	
3708	2257	2257	ezuwdwqnbi	165	
7473	8993	8993	sipcvnmdrj	1757	
385	4942	4942	zzxbnjxcgk	1488	
7744	8264	8264	atgluekoef	1752	
6882	674	674	dfbblxjkwl	1557	
6488	460	460	opirqoiqfy	2181	
6098	4918	4918	knybjhhuel	2178	
8599	44	44	ghlkghggib	721	
7870	6309	6309	htbghtpwfg	1918	
4434	4799	4799	slxwxdtbcf	1067	
5278	8003	8003	oiexsvpyhj	1881	
3598	6889	6889	tcjqxwdpio	2252	
394	812	812	jnqplhnihx	926	
6947	1238	1238	iduagkajry	1943	
401	2257	2257	ezuwdwqnbi	165	
1241	9896	9896	wnnhxjqyqm	2903	
3960	6889	6889	tcjqxwdpio	2252	
1140	6889	6889	tcjqxwdpio	2252	
1593	44	44	ghlkghggib	721	
806	1281	1281	kklzbmuqlj	2706	
7933	460	460	opirqoiqfy	2181	
1766	8003	8003	oiexsvpyhj	1881	
4260	3990	3990	tzuhmwppgf	1970	
8073	6697	6697	tmqyvpevyn	243	
6793	8003	8003	oiexsvpyhj	1881	
649	275	275	ayhupjedgv	1874	
5590	9766	9766	niequlpdfh	1890	
2958	6752	6752	wgrtdvuklv	560	
7913	6889	6889	tcjqxwdpio	2252	
9651	8449	8449	fvcruulnjm	1843	
2495	7509	7509	kitmzjbxtb	2092	
1413	7765	7765	nvwgkopggb	144	
5481	2568	2568	kawhzaseim	2092	
2822	1524	1524	krtyipkktd	2158	
7905	4040	4040	kghrzbfrjy	2189	
3549	7057	7057	uxqffycibd	969	
7051	2103	2103	cadroyxosn	2500	
2395	9643	9643	rdzunmkmtc	1650	
3158	7765	7765	nvwgkopggb	144	
9888	3489	3489	rvpwmerdsb	2198	
3858	2181	2181	ymqpoyavtm	2390	
1546	6449	6449	xjmpevjicx	839	
4869	6401	6401	riazbyqefy	2855	
3704	6297	6297	pvcavoymss	598	
2963	9887	9887	kwfjkokmpt	1189	
2785	1524	1524	krtyipkktd	2158	
1529	2877	2877	gpawtdgscf	2929	
4700	3489	3489	rvpwmerdsb	2198	
1577	2310	2310	tdyeeswvrh	559	
1731	9397	9397	rxqfusmewe	1508	
7747	8449	8449	fvcruulnjm	1843	
1400	7057	7057	uxqffycibd	969	
7264	7765	7765	nvwgkopggb	144	
8022	2568	2568	kawhzaseim	2092	
1304	9397	9397	rxqfusmewe	1508	
3723	7057	7057	uxqffycibd	969	
2767	3489	3489	rvpwmerdsb	2198	
5174	5228	5228	vaepixiooz	438	
2556	7057	7057	uxqffycibd	969	
4770	1402	1402	pyutlkqzpw	1957	
5685	4597	4597	hqutcugmfv	661	
5898	7057	7057	uxqffycibd	969	
1664	4211	4211	gmdbnnhxkn	1102	
6613	5725	5725	jssakiynzj	982	
4287	6449	6449	xjmpevjicx	839	
126	4256	4256	pedbzyvoyo	2227	
4727	4185	4185	iadxwazyjz	618	
329	7057	7057	uxqffycibd	969	
1966	9887	9887	kwfjkokmpt	1189	
81	9643	9643	rdzunmkmtc	1650	
62	1496	1496	oxzrejedwi	247	
2154	2397	2397	bfzhbmxguf	2414	
4892	2103	2103	cadroyxosn	2500	
5234	6277	6277	osvuoavllw	220	
6322	8659	8659	idzsxbzalk	1676	
686	1868	1868	eawadotdvx	1996	
471	2867	2867	btbymhemvs	2341	
6100	990	990	udsyktqryy	2167	
4988	4968	4968	afkerkfyez	226	
6173	1868	1868	eawadotdvx	1996	
2762	3908	3908	lgfalnkwqa	910	
7057	990	990	udsyktqryy	2167	
6893	7314	7314	rtvyvifpry	753	
1329	9702	9702	nmjcmzkosd	2515	
3512	6144	6144	ewkbrgdgnq	2399	
2675	642	642	yknbfsxnvp	2302	
4750	587	587	zylzmqbigf	1458	
1996	6277	6277	osvuoavllw	220	
1575	4968	4968	afkerkfyez	226	
8572	8659	8659	idzsxbzalk	1676	
2766	9385	9385	czqupshvst	938	
5912	4968	4968	afkerkfyez	226	
2543	9100	9100	xbeioryvik	82	
2982	9374	9374	vgrvhldsay	977	
8815	8355	8355	lknivbwnjk	2529	
1487	8659	8659	idzsxbzalk	1676	
9449	8355	8355	lknivbwnjk	2529	
6530	1525	1525	xipzltjoxm	2933	
1165	1674	1674	gxsnrzgjdb	87	
8773	6144	6144	ewkbrgdgnq	2399	
2563	7314	7314	rtvyvifpry	753	
5602	397	397	xfjogutxvf	2396	
5327	733	733	ohfxfbchee	1441	
937	7622	7622	mepedgmmxm	1365	
7512	6277	6277	osvuoavllw	220	
9728	3029	3029	qzfgrcnlay	1091	
1823	7314	7314	rtvyvifpry	753	
6894	2867	2867	btbymhemvs	2341	
6746	931	931	vevjddstqq	38	
4723	9959	9959	ywoprhacvk	17	
2584	8679	8679	yznpkbyhps	427	
3034	6144	6144	ewkbrgdgnq	2399	
908	1525	1525	xipzltjoxm	2933	
7288	6189	6189	dzqqgcndzh	2048	
4571	6966	6966	mgzeibjhkn	2495	
402	9445	9445	gtjzvjewkl	2678	
5835	7994	7994	zxjudvjftp	2016	
4924	6189	6189	dzqqgcndzh	2048	
9284	9240	9240	rqcziestus	2804	
915	8755	8755	utyhscddkm	617	
2540	3720	3720	lfyzbgxcdj	48	
4904	2047	2047	nfvdvbupsl	891	
1777	911	911	auzpmtslgl	276	
1707	228	228	vjprdwyslq	2763	
9562	2626	2626	hbhqmxeyrt	2233	
7221	651	651	gouwvfasfw	1353	
328	8954	8954	fckkyjwhwp	1408	
8095	6966	6966	mgzeibjhkn	2495	
8933	2510	2510	ybqbenfsbi	83	
5533	62	62	gzqswdnqnj	2221	
6038	62	62	gzqswdnqnj	2221	
8592	914	914	ganmroagkc	240	
157	6510	6510	blvtoefvmv	657	
8396	8755	8755	utyhscddkm	617	
9873	4113	4113	lyxbwanrap	1537	
6471	1627	1627	lnscslkyqh	1637	
6150	3378	3378	xrfbreumpj	1163	
3656	257	257	dlcocwhyhu	421	
5945	8747	8747	gsmtomlvcn	2571	
6513	3720	3720	lfyzbgxcdj	48	
4943	2626	2626	hbhqmxeyrt	2233	
7837	6510	6510	blvtoefvmv	657	
8909	62	62	gzqswdnqnj	2221	
4453	1648	1648	aupwboaqqr	1710	
7306	4911	4911	epgjswxjje	1790	
6511	992	992	pnzuzmkrcj	2098	
5206	8747	8747	gsmtomlvcn	2571	
3007	4963	4963	tmixrqugus	302	
3855	6189	6189	dzqqgcndzh	2048	
8056	2047	2047	nfvdvbupsl	891	
3212	6510	6510	blvtoefvmv	657	
8367	6510	6510	blvtoefvmv	657	
6833	8954	8954	fckkyjwhwp	1408	
6657	8755	8755	utyhscddkm	617	
6421	3378	3378	xrfbreumpj	1163	
4742	651	651	gouwvfasfw	1353	
8341	7589	7589	kmopwfzblp	1629	
4071	3720	3720	lfyzbgxcdj	48	
2552	5816	5816	peftawudgq	1477	
9306	7969	7969	qjrxqebwck	2531	
6877	7969	7969	qjrxqebwck	2531	
2692	5014	5014	usdmpxpxll	2097	
8888	1857	1857	ymtkyzqbky	2781	
5160	6609	6609	fdamilwdfg	1673	
5445	5390	5390	cauhkruphn	2958	
7247	3256	3256	hyosmfytwz	54	
5829	9685	9685	dzquxygkis	1044	
8152	8371	8371	whqfcdmeur	1647	
9388	1024	1024	greldzhtxf	1912	
8943	7666	7666	oylrggxltt	1221	
4635	5565	5565	shwxidxfaf	1424	
8118	6609	6609	fdamilwdfg	1673	
7334	2894	2894	vqvdhooele	2711	
9831	1775	1775	nntvlyicaz	1247	
216	5014	5014	usdmpxpxll	2097	
